establNumber,operatorName,locationAddress,geoAdddress,mailingAddress,functionCodes,telephoneNumber
640,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF; MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMATION MAPLE LEAF; MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF; MAPLE LEAF PORK/PORC MAPLE LEAF; MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF; SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER; J.M. SCHNEIDER; MITCHELL'S GOURMET FOODS; HUB MEAT PACKERS; LARSEN PACKERS; COLD SPRINGS FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORSMAPLE LEAF FOODS,97 WALKER DRIVE   BRAMPTON ON L6T 4Z3,"43.7268628, -79.6773725",30 ST. CLAIR AVENUE WEST; SUITE 1500   TORONTO ON M4V 3A2, 6fx 11AD,(905) 791-9277 (905) 791-3927/F
641,BURNBRAE FARMS LIMITED,260 CENTRAL AVE WEST   BROCKVILLE ON K6V 5V7,"44.5934, -75.70608",3356 COUNTY RD. 27   LYN ON K0E 1M0, 6x,(613) 342-3960 (613) 342-8083/F
642,92573195 QUEBEC INC.Also Doing Business As Name:   92573195 QUEBEC INC. SCS SHERRINGTON COLD STORAGE  9164-5689 QUBEC INC.,4; RUE DOMAINE SDILLOT   SAINT-PATRICE-DE-SHERRINGTON QC J0L 2N0,"45.15337, -73.5317786",555 THEOPHILE SAINT-LAURENT   NICOLET QC J3T 1B4, 3x 11ADFQVGSI,(450) 615-8999 (450) 615-8222/F
643,REDONDO IGLESIAS INC.Also Doing Business As Name:   REDONDO IGLESIAS INC.,5800; RUE MAURICE-CULLEN   LAVAL QC H7C 2V1,"45.6276926, -73.6492025",   , 6x 11AD,(450) 664-3990 (450) 661-9046/F
644,HEIDELBERG FOODS LTD.Also Doing Business As Name:   HEIDELBERG MEATS & DELI; MARTIN'S COUNTRY STORE,1035 RIETZEL PLACE   ST JACOBS ON N0B 2N0,"43.5190246, -80.5760502",   , 6fx 11D,(519) 664-3512 (519) 664-3620/F
645,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   BIG FOUR CHICKS; CAPPOLA FOOD; CLEARVIEW TURKEY FARMS; COLD SPRINGS FARM; DEVOUR MEATS; FLEETWOOD SAUSAGE; GREENFIELD; GREENFIELD NATURAL MEATS; HORIZON POULTRY; HUB MEAT PACKERS; HUB MEATS; J.M. SCHEIDER; LARSEN PACKERS; LES ALIMENTS DE CONSOMMATION MAPLE LEAF; LES ALIMETNS MAPLE LEAF; LES ALIMENTS SCHEIDER; LES VIANDES DEVOUR; LES VIANDES HUB; MAPLE LEAF AGRI-FARMS; MAPLE LEAF CONSUMER FOODS; MAPLE LEAF FOOD SERVICE; MAPLE LEAF FOODS; MAPLE LEAF FOODSERVICE; MAPLE LEAF FOODSERVICE; MAPLE LEAF FRESH FOODS; MAPLE LEAF MEATS; MAPLE LEAF PORK; MAPLE LEAF POULTRY; MAPLE LEAF PREPARED MEATS; MINA; MINA FOODS; MITCHELL'S GOURMET FOODS; MOTHER JACKSON'S OPEN KITCHENS; PASTA EXCELLENTE FOODS; PORC MAPLE LEAF; PRIM POULTRY; SCHNEIDER FOODS; SERVICE ALIMENTAIRE MAPLE LEAF; SHOPSY'S; THAMES VALLEY PROCESSORS; VIANDES NATURELLES GREENFIELD; VOLAILLE MAPLE LEAF,643 SPEEDVALE AVE WEST   GUELPH ON N1K 1E6,"43.5348104, -80.302222",6985 FINANCIAL DRIVE   MISSISSAUGA ON L5N 0A1, 6fx 11AD,(519) 827-1303 (519) 827-0326/F
646,TAMSCO FOOD SYSTEMS INC.,50 COPERNICUS BLVD.   BRANTFORD ON N3R 6P5,"43.179696, -80.2421576",   , 3fx 6fx 11D,(519) 751-1818 (519) 512-2601/F
647,Mennonite Central Committee Canada,1044 Arthur Street North   Elmira ON N3B 2Z1,"43.6181754, -80.5572066",134 Plaza Drive   Winnipeg MB R3T 5K9, 2f,519-999-8855
648,LANDMARK POULTRY INC.,7171 TORBRAM ROAD; UNIT C29-C31   MISSISSAUGA ON L4T 3W4,"43.6997645, -79.6562277",   , 3f 6f 11D,(905) 671-8188 (905) 671-8185/F
649,THE GREAT CANADIAN MEAT COMPANY INC.,1390 HOPKINS ST.; UNITS 5-8   WHITBY ON L1N 2C3,"43.87204699999999, -78.9181277",   , 6fx 11D,(905) 666-9395 (905) 666-0224/F
650,SPRINGER'S MEATS INC.,544 PARKDALE AVENUE NORTH   HAMILTON ON L8H 5Y7,"43.251327, -79.7854115",   , 3x 6fx 11DA,(905) 544-0782 (905) 547-3107/F
652,ROSSDOWN NATURAL FOODS LTD.Also Doing Business As Name:   BRADNER ORGANIC FARMS; THOMAS REID FARMS,2325 BRADNER RD.   ABBOTSFORD BC V4X 1E2,"49.0449291, -122.431652",   ,1fi 3f 6f 11DG,(604) 856-6698 (604) 856-4909/F
653,FIVE CORNERS MEAT COMPANY LTD.,8235 BRANNICK PLACE   CHILLIWACK BC V2R 0E9,"49.15170990000001, -121.9597234",8235 BRANNICK PLACE   CHILLIWACK BC V2R 0E9, 3x 6x 11DSMAC,(604) 701-3047/T (   )    -
654,TP POULTRY INC.,239 TORYORK DRIVE   TORONTO ON M9L 1Y2,"43.76143889999999, -79.5633311",   , 3f 6f 9B/US 11D,(416) 656-9666 (416) 656-9188/F
655,BURTON MEATS INC.,6850 REXWOOD ROAD   MISSISSAUGA ON L4V 1L8,"43.7130241, -79.6251985",   , 3fx 6fx,(905) 672-9911 (905) 672-0615/F
656,2328782 ONTARIO INCORPORATEDAlso Doing Business As Name:   APPLE MEADOWS PREMIUM BEEF,HWY 89 CONC 4 PT LOTS 9 & 10 RP16R9855 PART 1 SOUTHGATE TOWNSHIP MOUNT FOREST ON N0G 2L0,"43.98418119999999, -80.7390324",   ,1abcdhi 3x 11ADLVS,(519) 337-4284 (   )    -
657,CANADIAN PREMIUM MEATS INC.,3401 - 53RD AVE.   LACOMBE AB T4L 2L6,"52.46668769999999, -113.7005356",   ,1ahi 3x 6x 11ADHLMRSVC,(403) 782-9366 (403) 782-7163/F (403) 782-7991/I
658,CAMI INTERNATIONAL POULTRY INCORPORATED*,620 RUSHOLME ROAD   WELLAND ON L3B 5N7,"42.9703124, -79.2139239",   ,1fi 3f 11DV,(905) 732-9111 (905) 732-9112/F
659,NORTHERN NATURAL PROCESSING L.P.Also Doing Business As Name:   QU'APPELLE BEEF,NE SEC 04 TWP 19A RGE 08 W2  RM OF MCLOAD NO. 185 NEUDORF SK S0G 5H0,"50.7131318, -103.0121315",PO BOX 580   WOLSELEY SK S0G 5H0,1a 3x 6x 11DC,(306) 748-1201
660,LES VIANDES CONCORD/CONCORD PREMIUM MEATS LTD.Also Doing Business As Name:   MARCANGELO; LES ALIMENTS SKOULAKIS; SKOULAKIS; COMPAGNIE ANGUS VALLEE NOIRE/BLACK VALLEY ANGUS COMPANY; DELI PARC CENTRAL/CENTRAL PARK DELI; BOUCHERIE-CHARCUTERIE ST-EUSTACHE; COMPAGNIE ANGUS RIVIERES NOIRES/BLACK RIVER ANGUS COMPANY/CONNIE'S KITCHEN,160; RUE WILLIAMS   ST-EUSTACHE QC J7R 0A4,"45.5607666, -73.9214525",125 EDILCAN DRIVE   CONCORD ON L4K 3S6, 3fx 6fx 11AD,(905) 738-7979 (905) 738-5833/F
662,MS3 FOOD INC./MS3 ALIMENTATION INC.Also Doing Business As Name:   Marche Select,700; RUE GAUDETTE   ST-JEAN-SUR-RICHELIEU QC J3B 1L7,"45.3188515, -73.2881743",700; RUE GAUDETTE   SAINT-JEAN SUR RICHELIEU QC J3B 1L7, 6fx,(450) 529-0120/T (450) 529-0121/F
663,FGO ORGANIC PROCESSING LTD.,194338 19TH LINE   INGERSOLL ON N5C 3J6,"43.0442974, -80.9204967",P.O. BOX 389   ZURICH ON N0M 2T0,1acd 3x 6x 11DA,(519) 425-8799 (519) 425-0791/F
664,SYSCO FINE MEATS VANCOUVER; INC. A DIVISION OF SYSCO CANADA; INC.Also Doing Business As Name:   TRIMPAC SYSCO INC.,620 MALKIN AVENUE   VANCOUVER BC V6A 2K2,"49.2749702, -123.0904641",21 FOUR SEASONS PLACE; 400   TORONTO ON M9B 6J8, 3fx 6fx 11D,(604) 688-2508 (604) 688-6036/F
665,ZADI FOODS LIMITEDAlso Doing Business As Name:   CASA ITALIA,65 DEERHURST DRIVE   BRAMPTON ON L6T 5R7,"43.7431476, -79.66488389999999",   , 6fx 9B 11AD,(905) 799-6666 (905) 799-6660/F
666,FRESHSTONE BRANDS INC.Also Doing Business As Name:   PASTA KITCHEN : FRESH SELECTIONS : HMR FOODS,350 CREDITSTONE ROAD   VAUGHAN ON L4K 3Z2,"43.7981585, -79.5196323",181 BAY STREET; SUITE 4400   TORONTO ON M5J 2T3, 6fx,(905) 760-0000 (905) 760-1895/F
668,GLOBAL GOURMET FOODS INC.,11611 BRIDGEPORT ROAD   RICHMOND BC V6X 1T5,"49.1922565, -123.0939502",   , 6fx 11A,(604) 278-8688 (604) 276-8829/F
669,COUNTRY MEAT PACKING LTD.,1188 HWY 8   DUNDAS ON L9H 5E1,"43.3217079, -80.19138420000002",R.R. #1   DUNDAS ON L9H 5E1, 6fx,(519) 621-6829 (519) 622-5306/F
671,SYSCO CANADA INC.Also Doing Business As Name:   GRANDE VALLEE,3300; BOUL. INDUSTRIEL   LAVAL QC H7L 4R9,"45.5920701, -73.7452655",   , 3fx 11D,(450) 490-6776 (   )    - (   )    -
672,CENTENNIAL GENERAL PARTNER INC.,5116 - 67TH AVE   EDMONTON AB T6B 3N9,"53.5032338, -113.4212203",   , 3fx 6fx 11D,(780) 465-9991 (780) 465-5113/F
673,MADE-RITE MEAT PRODUCTS LP,26656 - 56TH AVE.   LANGLEY BC V4W 3X5,"49.10339949999999, -122.4858175",   , 3fx 6fx 11DC,(604) 607-8844 (604) 607-8845/F
674,SERVICES ALIMENTAIRES LE CHATEL INC.Also Doing Business As Name:   LE CHATEL INC. : LES ALIMENTS LE CHATEL :LES METS LE CHATEL : LES METS TRADITIONNELS : SERVICES ALIMENTAIRES LE CHATEL,2995; RUE JOSEPH-A. BOMBARDIER   LAVAL QC H7P 6C4,"45.5641827, -73.78643579999999",SAME   , 6fx 11D,(450) 688-0822 (450) 688-0322/F
675,PROTENERGY NATURAL FOODS CORP.,125 EAST BEAVER CREEK ROAD   RICHMOND HILL ON L4B 4R3,"43.851374, -79.37820459999999",   , 6fx 11D,(905) 707-6223 (905) 707-7223/F
677,TRI R FOODS INTERNATIONAL INC.Also Doing Business As Name:   TRI R FOODS INTERNATIONAL,5246 TIMBERLEA BLVD.   MISSISSAUGA ON L4W 2S5,"43.6279526, -79.64183",   , 3fx 5Y 6fx 11ADVF 12Y,
678,SIERRA CUSTOM FOODS INC.,275 WALKER DRIVE   BRAMPTON ON L6T 3W5,"43.7381961, -79.6936841",   , 3fx 6fx 9BC/US 11ADFGR 12Y,(905) 595-2260 (905) 595-2264/F
679,2119002 ONTARIO LTD.Also Doing Business As Name:   ERIE MEAT PRODUCTS LTD.: GOLDEN MAPLE MEAT PRODUCTS: HARVEST CREEK,3091 WHARTON WAY   MISSISSAUGA ON L4X 1M7,"43.6211557, -79.57587079999999",3240 WHARTON WAY   MISSISSAUGA ON L4X 2C1, 3fx 6fx 11ADGV,(905) 624-3811 (905) 625-8815/F (905) 624-6230/I
681,BELWOOD POULTRY LIMITEDAlso Doing Business As Name:   BELWOOD COUNTRY PREMIUM,4272 CONCESSION 4 ROAD   AMHERSTBURG ON N9V 2Y9,"43.0552284, -79.4318198",4272 CONCESSION 4 ROAD RR#4  AMHERSTBURG ON N9V 2Y9,1f 3f 6f 11AD,(519) 736-2236 (519) 736-0531/F
683,NOSSACK GOURMET FOODS LTD.,5804 - 37TH STREET   INNISFAIL AB T4G 1S8,"52.0190017, -113.9713943",BOX 6179   INNISFAIL AB T4G 1S8, 6fx 11AD,(403) 227-2121 (403) 227-1131/F
685,INTERCITY PACKERS LTD.Also Doing Business As Name:   Albion Farms and Fisheries,13506-159 STREET NW   EDMONTON AB T5V 0C6,"53.5968439, -113.5985215",   , 3fx 6fx,(780) 477-7254 (780) 447-7319/F
686,LES ALIMENTS -METS-CHINOIS INC.*,115; RUE DES GRANDS-LACS   ST. AUGUSTIN DE DESMAURES QC G3A 2T9,"46.7520903, -71.4518626",   , 6fx 9B 11D,(418) 878-4608 (418) 878-3889/F
687,TROIKA FOODS (2000) LTD.,#8-14; 41 BROADWAY BLVD.   SHERWOOD PARK AB T8H 2C1,"53.5455757, -113.3178446",#14; 41 BROADWAY BLVD.   SHERWOOD PARK AB T8H 2C1, 6fx,(780) 467-1121 (780) 416-0095/F
688,SPOLETINI/PALUMBO INC.Also Doing Business As Name:   SPOLUMBO'S FINE FOODS,1308-9TH AVE. S.E.   CALGARY AB T2G 0T3,"51.0412964, -114.0340673",   , 3fx 6fx 11D,(403) 264-6452 (403) 515-8497/F
689,EAT-IN FOODS INC.,7389 KIMBEL STREET; UNIT #7  MISSISSAUGA ON L4T 3M6,"43.7033754, -79.66167",   , 6fx 11D,(905) 362-0557 (905) 362-0557/F
690,NANA'S KITCHEN & HOT SAUCES LTD.Also Doing Business As Name:   NANA'S KITCHEN,8125-130TH STREET UNIT 11; 12; 13; 14  SURREY BC V3W 7X4,"49.1496057, -122.8637656",   , 6fx 11D,(604) 572-6202 (604) 572-6275/F
691,GLOBAL EGG CORPORATIONAlso Doing Business As Name:   EGGSOLUTIONS,283 HORNER AVE.   TORONTO ON M8Z 4Y4,"43.6065076, -79.5224069",   , 6x 11D,(416) 231-2309 (416) 231-8991/F
692,METRO RICHELIEU INC.,370; RUE MTIVIER   QUBEC QC G1M 2V3,"46.8248, -71.27695",   , 7Y 11D,(418) 687-2210 (418) 687-1985/I (418) 687-3995/F
693,1737457 ONTARIO INC.Also Doing Business As Name:   ETNICO FOODS; ITALINA; ITAL TRIPPA,5359 TIMBERLEA BLVD # 42-45   MISSISSAUGA ON L4W 4N5,"43.63076299999999, -79.6421402",   , 6fgx 11D,(905) 602-6970 (905) 602-6971/F
695,PASTA QUISTINI INC.,1700 ORMONT DRIVE   TORONTO ON M9L 2V4,"43.7644089, -79.5544422",   , 6fx 11D,(416) 742-3222 (416) 744-6777/F
697,9357-0174 QUEBEC INC.Also Doing Business As Name:   CHARCUTERIE DE LA FAMILLE - PRET A TABLE : LES ALIMENTS MER ET MONDE INC. - READY EATS,419; RUE DES INDUSTRIES   REPENTIGNY QC J5Z 4Y8,"45.75406599999999, -73.48035650000001",   , 3fx 6fx 11D,(450) 581-6637 (450) 581-6641/F
699,GLOBAL GOURMET FOODS INC.,11671 BRIDGEPORT ROAD   RICHMOND BC V6X 1T5,"49.1924705, -123.0935073",   , 6fx 11AD,(604) 278-8688 (604) 276-8829/F
700,CARGILL MEAT SOLUTIONS; A DIVISION OF CARGILL LIMITEDAlso Doing Business As Name:   CARGILL MEAT SOLUTIONS,10 FREEPORT WAY   CALGARY AB T3J 4X7,"51.1485, -114.009527",10 FREEPORT WAY;   CALGARY AB T3J 4X7, 3fx 6fx,(403) 567-7408 (403) 226-6513/F
702,AGROMEX INC.Also Doing Business As Name:   LES PRODUITS FINS F. MENARD INC.; F. MENARD; BOUCHERIE F. MENARD; THE MASTER BUTCHER SHOP,1010 ROUTE 133   HENRYVILLE QC J0J 1E0,"45.1445566, -73.1938143",   , 6x 11AD,(450) 293-3694/T (450) 293-3686/F
703,1308963 ONTARIO LIMITEDAlso Doing Business As Name:   EZ FOOD GROUP: GUSTOSO: SMOKEY SAM'S,1405 MORNINGSIDE AVENUE   TORONTO ON M1B 3J1,"43.8102425, -79.2024192",   , 6fx 11D,(416) 755-9994 (416) 755-8403/F
704,ROYAL POULTRY INC.Also Doing Business As Name:   	PIXTAR CANADA,3078 JARROW AVENUE   MISSISSAUGA ON L4X 2C7,"43.6141984, -79.5823844",   , 3f 6f 11D,(905) 282-1838/T (905) 282-1898/F
705,OLY-ROBI TRANSFORMATION S.E.C.Also Doing Business As Name:   VIANDE DUNHAM INC.,2349; RUE PRINCIPALE   DUNHAM QC J0E 1M0,"45.1790078, -72.7642743",   , 3fx 6fx 11AD,(450) 266-1370 (450) 266-1371/F
706,ORVIANDE INC.*Also Doing Business As Name:   VIANDES TRADECO/TRADECO MEATS;ORVIANDE + PLUS;VIANDES MONT ROYAL/MONTROYAL MEATS,3673 AUTOROUTE LAVAL OUEST   LAVAL QC H7P 5P6,"45.5664447, -73.77207419999999",11151 RUE MIRABEAU   ANJOU QC H1J 2S2, 3x 11DA,(514) 353-1143 (514) 353-4351/F
710,MONTPAK INTERNATIONAL INC.,5730; PLACE MAURICE-CULLEN   LAVAL QC H7C 2V1,"45.6264546, -73.6476583",   , 3x 6x 11ACDLRES,(450) 665-9524 (450) 665-5658/F
711,VICTORY'S KITCHEN LTD.,30 GUNNS ROAD   TORONTO ON M6N 3S5,"43.6734957, -79.4730252",   , 6fx 11AD,(416) 766-5848 (416) 766-9460/F
712,WEST GREY PREMIUM BEEF INC.,312706 HWY#6 RR#3   DURHAM ON N0G 1R0,"44.1127147, -80.80375",   , 3fx 6fx 11D,(519) 369-3163 (519) 369-2927/F
713,508818 ONTARIO LTD.Also Doing Business As Name:   LCS / DELI CLASSIC INC. / ERIE MEAT PRODUCTS LTD. / HARVEST CREEK / GOLDEN MAPLE / CAN-AM MEAT PURVEYORS,1400 MITCHELL ROAD SOUTH   LISTOWEL ON N4W 3G7,"43.7247062, -80.9720766",3180 WHARTON WAY   MISSISSAUGA ON L4X 2C1, 3fx 6fx 11ADH,(519) 291-6593 (519) 291-3733/F
714,CANARDS DU LAC BROME LTEE.Also Doing Business As Name:   BROME LAKE DUCKS LTD.,500; BOULEVARD INDUSTRIEL   ASBESTOS QC J1T 0A2,"45.7602197, -71.9316075",   ,1f 3f 6f 11AD,
716,PACE PROCESSING AND PRODUCT DEVELOPMENT LTD.Also Doing Business As Name:   PACE PROCESSING,19495-55TH AVE UNIT 106 - 107  SURREY BC V3S 8P7,"49.10292930000001, -122.6836157",   , 6f,(604) 539-9201 (604) 539-9202/F
717,NEMFOOD CORPORATION,96 COVINGTON DRIVE   HAMILTON ON L8E 2Y5,"43.2392454, -79.75511949999999",   , 6fx 11D,(905) 547-6688 (905) 547-8688/F
718,ADP DIRECT POULTRY LTD.Also Doing Business As Name:   DIRECT POULTRY,34 VANSCO ROAD   TORONTO ON M8Z 5J4,"43.6227311, -79.53601929999999",   , 3f 6f 11D,(416) 658-0911 (416) 658-9911/F
719,NORTH AMERICAN QUALITY MEAT PRODUCTS LTD.,6-19 BROWNRIDGE ROAD   HALTON HILLS ON L7G 0C6,"43.5504895, -79.859325",   , 6fx 11D,(905) 693-1110 (905) 693-1333/F
720,ALIYA'S FOODS LIMITED,6364 ROPER ROAD   EDMONTON AB T6B 3P9,"53.4971386, -113.4280045",6364 ROPER ROAD; NW   EDMONTON AB T6B 3P9, 6fx 11D,(780) 784-7860 (780) 416-0006/F
721,1662864 ONTARIO LIMITEDAlso Doing Business As Name:   PELMEN FOODS,UNIT E - 777 THE QUEENSWAY   TORONTO ON M8Z 1N4,"43.6238345, -79.5045715",   , 6xf 11D,(416) 661-9600 (416) 661-7122/F
722,EL MOLINO FOODS OF CANADA (1972) LTD.,1 ALBERTA ROAD   CLARESHOLM AB T0L 0T0,"50.0374416, -113.5889532",P.O. BOX 788   CLARESHOLM AB T0L 0T0, 6fx,(403) 625-5499 (403) 625-5411/F
723,AM WHOLESALE MEATS LTD.,2450 ANSON DR.   MISSISSAUGA ON L5S 1G2,"43.6962781, -79.6579124",   , 3f 6f 11D,(905) 612-8818 (905) 612-1688/F
726,COUNTRY QUEEN FOODS INC.,205 WILKINSON ROAD   BRAMPTON ON L6T 4M2,"43.6882501, -79.6960105",   , 6f,(905) 456-2460 (905) 456-3640/F
728,LES ALIMENTS DLI CHEF,2139; BOUL. DAGENAIS OUEST   LAVAL QC H7L 5W9,"45.5852359, -73.7717945",   , 6fx 11D,(450) 963-8953 (450) 963-0070
729,WHITE VEAL MEAT PACKERS LTD.Also Doing Business As Name:   WHITE VALLEY,5136 9TH LINE   COOKSTOWN ON L0L 1L0,"44.18518299999999, -79.74934139999999",   , 3fx 6fx 11DL,(705) 458-0707 (416) 740-5018/F
731,SYSCO CANADA; INC.Also Doing Business As Name:   SYSCO FINE MEATS; TORONTO,1400 CREDITSTONE ROAD   VAUGHAN ON L4K 0E2,"43.8240173, -79.5253647",21 FOUR SEASONS PLACE;SUITE 400   TORONTO ON M9B 6J8, 3fx 6fx 11D,
732,508818 ONTARIO LTD.Also Doing Business As Name:   ERIE MEATS COLD STORAGE : LCS : DELI CLASSIC INC. : ERIE MEAT PRODUCTS LTD. : HARVEST CREEK : GOLDEN MAPLE : CAN-AM MEAT PURVEYORS,3115 LENWORTH DRIVE   MISSISSAUGA ON L4X 2G5,"43.6229439, -79.5748206",3240 WHARTON WAY   MISSISSAUGA ON L4X 2C1, 7Y 9B/US 11D,(905) 624-3811 (905) 625-8815/F
733,INDUSTRIE GASTRONOMIQUE CASCAJARES (IGC) INC.Also Doing Business As Name:   CHEF BRIGADE - CHEF ET MOI,4335; AVENUE BEAUDRY   SAINT-HYACINTHE QC J2S 8W2,"45.6297066, -72.9831987",   , 3fgx 6fgx 11AD,(450) 250-2065 1-866-872-2613/F
734,VANTAGE FOODS (ON) INC.,240 JAMIESON BONE ROAD   BELLEVILLE ON K8N 5S8,"44.1951251, -77.3644362",   , 3x 6x,(613) 771-7300 (613) 771-7301/F
735,9220-7158 QUBEC INC.*,200; RUE ISRAEL-HBERT   RACINE QC J0E 1Y0,"45.5070373, -72.2535756",   ,1d 11D,(450) 532-5444 (450) 532-5844/F
736,BARILO'S FINE SAUSAGES LTD.,1265 MAPLE HILL COURT;   NEWMARKET ON L3Y 9E8,"44.0520121, -79.4228761",   , 3fx 6fx 11D,(905) 953-9914 (905) 953-9949/F
738,ONTARIO REFRIGERATED SERVICES INC.,450 THOMAS STREET   INGERSOLL ON N5C 3J7,"43.02439409999999, -80.899267",   , 7Y 9B 11D,(519) 485-7237 (519) 485-4258/F
739,LEADBETTER FOODS INC.,255 HUGHES ROAD;   ORILLIA ON L3V 2M2,"44.634709, -79.4189564",   , 3x 6x 9B 11AD,(705) 325-9922 (705) 325-9982/F
741,TFI FOODS LTD./LES ALIMENTS TFI LTEE,44 MILNER AVE.   TORONTO ON M1S 3P8,"43.785126, -79.25354",44 MILNER AVE.   SCARBOROUGH ON M1S 3P8, 3fx 6fx 11DL,(416) 297-2121 (416) 299-5994/F
742,NEW FRONTIER POULTRY INC.,442 BRIMLEY ROAD; UNIT # 1 & 2   SCARBOROUGH ON M1J 1A1,"43.7309385, -79.2470163",183 REDSTONE ROAD;   RICHMOND HILL ON L4S 1X7, 3f 6f 11D,(416) 266-6538 (416) 266-9454/F
743,1376357 ONTARIO LTD.Also Doing Business As Name:   TINNEL'S WEST INDIAN TAKE OUT,354 & 356 SIGNET DRIVE   NORTH YORK ON M9L 1V2,"43.7664335, -79.5414459",356 SIGNET DRIVE;   NORTH YORK ON M9L 1V2, 6fx,(416) 743-1582 (416) 743-0858 (   )    -
744,GS FOOD LTD.,UNIT 6 - 1560 BROADWAY STREET;   PORT COQUITLAM BC V3C 2M8,"49.2434829, -122.7593129",   , 3fx,(604) 522-8820 (604) 552-8912/F
746,MEADOW CREEK SAUSAGE & MEAT LTD.Also Doing Business As Name:   MEADOW CREEK SAUSAGE & MEAT LTD.,33 ALBERTA ROAD   CLARESHOLM AB T0L 0T0,"50.0421233, -113.5910535",PO BOX 1831   CLARESHOLM AB T0L 0T0, 3x 6fx,(403) 625-1063 (866) 415-0656/F
747,LES VIANDES LACROIX INC.,4120 BLD CASAVANT O.   ST-HYACINTHE QC J2S 8E3,"45.6223535, -72.98799869999999",   , 3fx 6fx 9B/US 11D,(450) 778-0188 (450) 778-1121/F
748,LAMBERT CREEK ORGANIC MEATS LTD.,179 MONKS ROAD; PART NE 1/4; SECTION 18; TOWNSHIP 19 ; RANGE 8; MERIDIAN W6 KAMLOOPS; DIV. YALE LAND DIST BC ,"50.674522, -120.3272674",PO BOX 22   GRINDROD BC V0E 1Y0,1a 3x 6x 11CDILA,(250) 838-6399 (888) 454-1899F
749,SIWIN FOODS LTD.,5520-34 STREET NW   EDMONTON AB T6B 3V2,"53.4921764, -113.3946407",   , 6fx 11CDA,(780) 469-7051 (780) 469-7591/F
750,LES ALIMENTS ROMA LTE,845 RUE DESLAURIERS   ST-LAURENT QC H4N 1X3,"45.52959999999999, -73.66445",660 RUE WRIGHT   SAINT-LAURENT QC H4N 1M6, 6x 11D,(514) 332-0340 (514) 334-0926
752,CARDINAL MEAT SPECIALISTS LIMITED,155 HEDGEDALE ROAD;   BRAMPTON ON L6T 5P3,"43.6868204, -79.70625509999999",   , 6fx 11D,(905) 459-4436 (905) 459-8099/F
754,6358403 CANADA INCORPORATEDAlso Doing Business As Name:   CHARCUTERIE CEDRE : VIANDES CEDRE : VIANDES MUSTAFA : VOLAILLE TAYEBAT : CHICAGO GYROS,11020 RUE SECANT   ANJOU QC H1J 1S5,"45.61984349999999, -73.5829732",   , 3fx 6fx 11D,(514) 351-6999 (514) 351-2666/F
755,DR. OETKER CANADA LTD.,3100 NOVA COURT   LONDON ON N6M 1E2,"42.94932439999999, -81.1294654",2229 DREW ROAD   MISSISSAUGA ON L5S 1E5, 6fx 11DF,(519) 455-0055 (519) 455-0980/F
756,1519694 ONTARIO INC.Also Doing Business As Name:   NORTH KEE TRADING,135 SELECT AVE   TORONTO ON M1V 4A5,"43.8315727, -79.2554816",   , 3fx 6fx 9BC/US 11D,(416) 754-0483 (416) 754-6818
757,KING'S MOTHER INC.*Also Doing Business As Name:   PROCESS OF FROZEN FILLING PRODUCTS WITH PASTRY,145 INDUSTRIAL PARKWAY; SOUTH UNIT 5  AURORA ON L4G 3V5,"43.9940099, -79.45636449999999",   , 6fx,(905) 503-6886 (905) 503-6889/F
759,DEL MONTE FRESH PRODUCE (CANADA) CORP.,940 THORNTON RD. SOUTH   OSHAWA ON L1J 7E2,"43.8675419, -78.88398459999999",   , 6fx,(905) 743-5900 (905) 743-5935/F
760,CONCORD PREMIUM MEATS LTD.Also Doing Business As Name:   MARCANGELO FOODS : CONCORD PREMIUM FOODS : CENTRAL PARK DELI : BLACK RIVER ANGUS COMPANY LIMITED : BLACK VALLEY ANGUS COMPANY LIMITED : MARCANGELO- LES ALIMENTS SKOULAKIS-SKOULAKIS : COUNTY CREEK MEAT COMPANY LIMITED : CONNIES KITCHEN,149 WILKINSON RD.   BRAMPTON ON L6T 4X1,"43.6912523, -79.7001086",125 EDILCAN DRIVE   VAUGHAN ON L4K 3S6, 7Y 11D,(905) 450-7778 (905) 564-6844/F
762,BROOKSIDE ABATTOIR CO-OPERATIVE LIMITEDAlso Doing Business As Name:   NORTHUMBERLAND,24 BROOKSIDE BRANCH ROAD   BIBLE HILL NS B6L 2A6,"45.3864409, -63.24560760000001",   ,1c 6x,(902) 893-8994 (902) 893-0426/F
763,6381023 MANITOBA LTD.Also Doing Business As Name:   TRUE NORTH FOODS,SW18 TOWNSHIP 7 RANGE 4W 38079 PTH 13  CARMAN MB R0G 0J0,"49.56904489999999, -98.0041658",P.O. BOX 1259   CARMAN MB R0G 0J0,1ahi 3x 6x 11DH,(204) 745-3068/T (204) 745-6105/F
